nombre|artista|duracion
**Bonus Track** 861|POSTA|172825
You|Kymara|202439
Freedom & Fireworks|Bastian Steven|269073
Say Something|Jordan Rakei|160966
Heartbeat (Freestyle)|Macarena|211760
Invocation|Common|134040
Break the Hold|Phoebe Day|188267
Wildfire|Jordan Rakei|248876
Alone in the Same Room|PWR CPL|253200
Brown Sugar|D'Angelo|262893
Slowly|falcxne|199346
Breakdown Cover|Barney Artist|142498
Old School Heart|Arjuna Oakes|289042
Balls|Olivia King|206000
Lost in Paris|Tom Misch|194023
Is It So Wrong|Rachel Mazer|200547
James in Heaven|Moo Latte|184374
Glow|Phoebe Day|207000
Never Let Me Go - Stan Forebee Remix|Mike Casey|153197
Fantasy|Hana|238167
Street Light (feat. Gwen Bunn)|Jordan Rakei|249626
Teach Me|Alsogood|86482
Easy|Mac Ayres|314358
No Rollies (feat. David Morin)|Clear Mortifee|212360
Focused|Olivia King|159130
No Way|Tanaë|182040
...& On|Erykah Badu|214133
Eagle to the Prey|LOVER|143771
On & On|Erykah Badu|226133
Ottolenghi|Loyle Carner|197600
mello.w|.SØN|126000
Steve Biko (Stir It Up)|A Tribe Called Quest|191533
Got 'Til It's Gone|Janet Jackson|241760
Add the Bassline|Jordan Rakei|158145
Back In The Day|Erykah Badu|286920
God Is Real|India.Arie|259160
Heaven|Mal V Moo|174868
Devil's Pie|D'Angelo|321707
Electric Relaxation|A Tribe Called Quest|243627
Resurrection|Common|227827
Fell In Love With A Boy|Joss Stone|218720
Butterfly - Remix|India.Arie|249680
Know What I Want|August Wahh|292500
My Time|Jordan Rakei|137973
Starving|LOVER|154836
Honey|Erykah Badu|320973
One Of These Days|Room Eleven|227400
Mellow|Pete Philly & Perquisite|388947
Some Kind Of Wonderful|Joss Stone|236133
The Bird|Anderson .Paak|217773
Doing Alright|Bastian Steven|167927
Special Herbs|Alsogood|136386
Movement|Jamie Woon|311787
Flavour|Room Eleven|221680
Deep End|Arjuna Oakes|244907
Ain't That Easy|D'Angelo|289347
Resilient|Jakspin|183125
The Light|Jordan Rakei|240606
Celebrate|Macarena|226000
Know You Now|Amy Winehouse|183253
Shaolin Monk Motherfunk|Hiatus Kaiyote|350533
Snitch|Jordan Rakei|202760
Granada|500 Year Flood|221942
A Long Walk - Remastered|Jill Scott|277827
Crazy Dream|Tom Misch|212044
Lose Sleep|REMI|218620
Watch Me Dance|Tom Misch|303586
Ella|Esmé|189383
Glory|Chloe Bodur|252409
Sharpness|Jamie Woon|207133
No Other Way|Sinead Harnett|199947
Nakamarra (feat. Q-Tip)|Hiatus Kaiyote|275320
Me Myself & I|Jhaye|195652
Lie|Macarena|213077
It's Love|Jill Scott|354400
Moon|Masakoi|240125
Peace|Olivia King|233739
Madonna|Lexi Todd|241859
Do They Know|Takuya Kuroda|205120
Velcro Shoes|Chameleonize|287500
Velvet|falcxne|172889
Long Walks|Okvsho|225867
Holding Back The Years|Gretchen Parlato|226587
Blues Man|Emily Simbi|212750
As It Sets|The Roswell Universe|387709
Paradise|Sinead Harnett|260041
Symphony|Kay Slice|187137
No Peace|Alfa Mist|223312
All Keeps Falling|Bastian Steven|231085
I'm Going to Tell You|Barney Artist|185000
Leave Me Alone (feat. Erykah Badu)|RC & The Gritz|286640
Breaking My Rules|Shannon Chapman|245000
Canggu|FKJ|245816
Memories|The Small Circle|208000
The Truth|Moonchild|219320
Great Blacks|Georgia Anne Muldrow|184068
Better Give U Up|FKJ|256800
Infinity|Hadassah|172848
Follow|Tom Misch|225341
Get Away|The Internet|148707
Monks|Frank Ocean|200240
F.U.B.U.|Solange|313893
Some|Steve Lacy|180696
Girl|The Internet|415613
Special Affair|The Internet|176187
Just Sayin/I Tried|The Internet|413587
Palace/Curse|The Internet|440013
Somthing's Missing|The Internet|379973
Dontcha|The Internet|201640
Violet|Daniel Caesar|144000
West (feat. Daniel Caesar)|River Tiber|152250
Losing You|Solange|260400
Seigfried|Frank Ocean|334570
Get You (feat. Kali Uchis)|Daniel Caesar|278180
Right of Spring|Ravyn Lenae|163773
Let My Baby Stay|Amandla Stenberg|144933
The Waters (feat. BJ the Chicago Kid)|Anderson .Paak|174253
Come Down|Anderson .Paak|169727
Parking Lot|Anderson .Paak|234333
Put Me Thru|Anderson .Paak|160760
Fire Fly|Childish Gambino|203053
Streetcar|Daniel Caesar|246972
Death & Taxes|Daniel Caesar|305081
Paradise (feat. Badbadnotgood & Sean Leon)|Daniel Caesar|266470
Loose|Daniel Caesar|185523
Show Love|Everything Is Recorded|190984
Chanel|Frank Ocean|210285
Lost|Frank Ocean|234093
Japanese Denim|Daniel Caesar|270847
Under Control|The Internet|244293
Confidently Lost|Sabrina Claudio|209885
Focus|H.E.R.|200195
Pink Matter|Frank Ocean|268813
We Find Love|Daniel Caesar|254919
Pink + White|Frank Ocean|184516
See You Again (feat. Kali Uchis)|Tyler, The Creator|180387
Tyrant (feat. Jorja Smith)|Kali Uchis|204290
After The Storm (feat. Tyler, The Creator & Bootsy Collins)|Kali Uchis|207455
Speed|Kali Uchis|255184
Only Girl|Kali Uchis|222162
Lens|Frank Ocean|227655
Moon River|Frank Ocean|188324
6 8|Gabriel Garzón-Montano|298781
Lost - Recorded at Metropolis Studios, London|Jorja Smith|234080
Where Did I Go?|Jorja Smith|190324
Blue Lights|Jorja Smith|250545
Supplier|Kari Faux|224842
GOT IT GOOD (feat. Craig David)|KAYTRANADA|228147
YOU'RE THE ONE (feat. Syd)|KAYTRANADA|227747
American Boyfriend|Kevin Abstract|238249
Locket|Kilo Kish|181400
Self Importance|Kilo Kish|181800
Frustrations + Solutions|Kilo Kish|181507
Spilling into You|Poppy Ajudha|232362
Tepid Soul|Poppy Ajudha|227510
Timmy's Prayer|Sampha|263923
Under|Sampha|281946
Incomplete Kisses|Sampha|233857
Matthew in the Middle (feat. Daniel Caesar)|Sean Leon|343133
Cranes in the Sky|Solange|250973
Don't Touch My Hair|Solange|257547
C U Girl|Steve Lacy|129698
Ryd|Steve Lacy|140182
Dark Red|Steve Lacy|173104
Looks|Steve Lacy|91465
Go Gina|SZA|161613
Normal Girl|SZA|253587
Childs Play (feat. Chance the Rapper)|SZA|216234
Them Changes|Thundercat|188385
Friend Zone|Thundercat|192511
I Hope You Know|bLAck pARty|174601
Lite Weight (feat. The Free Nationals United Fellowship Choir)|Anderson .Paak|206360
Nights|Frank Ocean|307151
Loner|Kali Uchis|212000
Gush|Pharrell Williams|234667
Young Girl / I Really Like You|Pharrell Williams|493960
"The Season  Carry Me"|Anderson .Paak|328813
Room in Here (feat. The Game & Sonyae Elise)|Anderson .Paak|239173
Dead To Me|Kali Uchis|199506
Gotta Get Up - Interlude|Kali Uchis|113270
Miami (feat. BIA)|Kali Uchis|243865
Killer|Kali Uchis|172357
Tomorrow|Kali Uchis|190375
Just A Stranger (feat. Steve Lacy)|Kali Uchis|177697
Thangs|Steve Lacy|110415
Boredom (feat. Rex Orange County & Anna of the North)|Tyler, The Creator|320720
Chronic Sunshine|Cosmo Pyke|270927
Imperfect Circle|Jorja Smith|274486
Never Never|SBTRKT|237013
Come Over - Radio Edit|The Internet|219440
Sticky|Ravyn Lenae|196755
Your Teeth In My Neck|Kali Uchis|186181
Wait a Minute!|WILLOW|196520
Social Sites|Cosmo Pyke|289309
The One|Jorja Smith|197575
Wandering Romance|Jorja Smith|275618
Sober|Mahalia|266288
All Night (feat. Knox Fortune)|Chance the Rapper|141542
Am I Wrong (feat. ScHoolboy Q)|Anderson .Paak|253520
Palm Trees - Motez Remix|GoldLink|277896
TOGETHER|KAYTRANADA|197240
Disconnected|Thilo|246452
Loudmouth|Cailin Russo|242200
X2UO|Honors|192302
Two of Us|Pat Clifton|181978
What I'm Used To|Nick Luebke|159554
I Wouldn't Know Any Better Than You|Gentle Bones|151041
I Wanna|Con Brio|220400
SADE IN THE 90s|Qveen Herby|220800
Take You There|Eko Zu|206555
Come Thru|Sophia Danai|249195
The Others|RIKA|197286
No One Else|AMiR|197532
Fire & Brew|Kai Exos|207072
Street Lights|Ries Brothers|228933
Knew About Me|Homaze|217816
Drops|Solarrio|238560
Blueberry Cadillac|Landon Sears|198750
Skylines|Zekl|234107
1997|Moo Latte|187644
I Need Your Love|Tanaë|220000
Eagle Eye|Ava Raiin|222760
Dang! (feat. Anderson .Paak)|Mac Miller|305350
Small Talk|Jarreau Vandal|301159
I Can't Lose (feat. Keyone Starr) - Pomo Remix|Mark Ronson|217200
Get Your Way (feat. Roses Gabor)|Brasstracks|191997
Superstitious - Chris McClenney Remix|MKTO|203453
Where You Belong|Jay Prince|235729
Just A Lover - Pomo Remix|Hayden James|238418
Special Eyes|Xavier Omär|198573
The One - Wantigga Remix|Triggerfinger|212900
My Own Throne|Pat Lok|263736
Drop Your Love (feat. Dirty Radio)|Young Franco|207022
Free Room (feat. Appleby)|Ravyn Lenae|217013
My Oh My|starRo|212741
Love Somebody - Mr. Carmack Remix|Ta-ku|220218
Holding On - Pomo Remix|Disclosure|208168
Like I'm on Fire (Kartell Remix)|Karma Kid|308293
House Bump For Joe Kay|PYRMDPLAZA|168960
Down On My Luck|Vic Mensa|209480
Spectrum - GEOTHEORY Remix|GoldLink|233314
I'M DEAD|Duckwrth|230632
In My Nature (feat. Karina)|Good Times Ahead|240446
Typically Her (Kaytranada Edition)|Beverlay|224560
Foggy Windows|Zacari|252632
Gypsy Woman|GEOTHEORY|198000
Flight Mode - Jengi Beats Remix|Mr Sanka|230860
De Nada|(dc)|168193
Kaleidoscope Love - Kaytranada Edition|AlunaGeorge|348527
Dark Skin Women - Pomo Remix|GoldLink|226667
Instinct - MXXWLL Edit|BB Diamond|164682
Whole Lotta Lovin' - LeMarquis Remix|Mustard|226427
Enough - Jengi Beats Remix|Wantigga|185085
Kiss It Better - KAYTRANADA Edition|Rihanna|325307
Bedtime Story|GoldLink|163826
Luh You|Anderson .Paak|210720
Love For That|Mura Masa|191595
YOU'RE THE ONE|KAYTRANADA|227707
Sober Thoughts - Chris McClenney Remix|GoldLink|180000
January - Kaytranada Edition|Disclosure|321770
Bruh|Jengi|242143
Disappear|Christian Rich|232000
Good Feeling - MXXWLL Remix|Jodie Abacus|194601
BREAKDANCE LESSON N.1|KAYTRANADA|268080
Illuminate|Good Times Ahead|244619
Trouble - Jengi Beats Remix|OFFAIAH|174640
Start Again (feat. Andrea Cormier)|Pomo|246355
We Want Love|Snacks|207444
ONE TOO MANY|KAYTRANADA|218240
Wifeable (With Sax) feat. Xavier Omär|Masego|176752
Unique - Louis Futon Remix|GoldLink|254678
Be Alright|Ariana Grande|179293
Firefly|Mura Masa|228000
We Go Back - Jarami Remix|CHINAH|232331
Warm Water - Snakehips Remix|BANKS|253585
Stay Lost - Cabu Remix|Joe Hertz|226909
73 Degrees (feat. Masego)|Mars Today|174573
Your Love|Tom Misch|254735
TRACK UNO|KAYTRANADA|344120
Something Good (feat. Speelburg)|Bondax|184347
THE MOVE - prod. KAYTRANADA|Reva DeVito|194783
Put My Hands On You|DEAN|209173
Stay Close|Barney Artist|156687
Link Up|NxWorries|211093
Good Together - Jarami Remix|HONNE|230519
Dapper (feat. Anderson .Paak)|Domo Genesis|193093
Late Night - ROM Remix|GoldLink|153066
Let Me Be (feat. Bo Saris)|Bondax|225533
Weight in Gold - Louis Futon|Gallant|241803
Good Love (feat. Jay Prince)|Brasstracks|192002
Redbone|Childish Gambino|326933
Blood On Me|Sampha|246952
Love$ick|Mura Masa|192155
All I See - Pomo Remix|Bondax|237253
Me and Your Mama|Childish Gambino|379227
Fall in Love|GoldLink|184571
The Sideshow (feat. Ernie Fresh)|DJ Shadow|208308
This Christmas|Donny Hathaway|231173
Let It Snow|Boyz II Men|251133
Silent Night|The Temptations|362973
Happy Holiday|Faith Evans|319147
Sleigh Ride|Tamar Braxton|117520
Christmas Time Again|Ashanti|244720
Deck the Halls / Silent Night|Whitney Houston|269867
Joy To the World|Darlene McCoy|280840
Have Yourself a Merry Little Christmas|Luther Vandross|304000
Winter Wonderland / Don't Worry Be Happy|Pentatonix|207853
Give Love On Christmas Day|SWV|229640
Do You Hear What I Hear|Gladys Knight & The Pips|237147
Merry Christmas All|The Salsoul Orchestra|197507
Little Drummer Boy (feat. Solange)|Destiny's Child|216067
I'm Dreaming of a Black Christmas|L. Young|219789
Merry Christmas (feat. D. Scott)|Jermaine Hardsoul|298804
Celebrate|Jean Baylor|174000
Baby It's Cold Outside (feat. Christina Aguilera)|CeeLo Green|243067
Baby It's Cold Outside|Ella Fitzgerald|163707
Santa Baby|Eartha Kitt|211240
Someday At Christmas|Stevie Wonder|170840
Christmas Ain't Christmas, New Years Ain't New Years Without The One You Love|The O'Jays|136360
Merry Christmas Baby - Remastered 2006|Lou Rawls|155453
Santa Claus Is Coming To Town|The Jackson 5|143507
What Christmas Means To Me|Stevie Wonder|146733
Merry Christmas Baby|B.B. King|236333
Winter Wonderland|Aretha Franklin|132107
All I Want for Christmas Is You|Mariah Carey|241107
Jingle Bells|Ella Fitzgerald|142547
I Saw Mommy Kissing Santa Claus|The Jackson 5|182293
Back Door Santa|Clarence Carter|129240
Run Rudolph Run - Single Version|Chuck Berry|165733
The Christmas Song|Nat King Cole|191267
"What Christmas Means to Me - from ""The Best Man Holiday Original Motion Picture Soundtrack"""|Fantasia|144453
All Year|Terrace Martin|311590
Rudolph The Red-Nosed Reindeer|The Temptations|177533
My Favorite Things|The Supremes|167600
I Want To Come Home For Christmas|Marvin Gaye|202733
The Christmas Song|Faith Evans|216360
Give Love On Christmas Day|Ledisi|234560
Have Yourself A Merry Little Christmas|Ledisi|264573
What Are You Doing New Year's Eve?|Ledisi|186333
White Christmas (feat. Clyde McPhatter & Bill Pinckney)|The Drifters|160333
Jingle Bells|Natalie Cole|214440
Hark! the Herald Angels Sing|Take 6|160667
Winter Wonderland|Lou Rawls|157187
The Christmas Song|Chaka Khan|242227
Merry Christmas Baby|India.Arie|214587
It's The Most Wonderful Time Of The Year|Toni Braxton|255920
Santa Claus Is Coming to Town|The Whispers|238200
Silent Night|Boyz II Men|152333
Winter Wonderland|Alexander O'Neal|196067
Christmas (Baby Please Come Home)|Darlene Love|166453
What Child Is This|Kelly Price|332042
Sleigh Ride|TLC|223573
Have Yourself a Merry Little Christmas|The Whispers|342520
Merry Christmas, Baby - Remastered|Charles Brown|173827
Gee Whiz Its Christmas|The Holiday Soul|160933
Have Yourself a Merry Little Christmas|Pentatonix|202560
One Little Christmas Tree|Stevie Wonder|167413
Santa Claus Go Straight To The Ghetto|James Brown|181053
Frosty The Snowman|Ella Fitzgerald|133773
Who Took The Merry Out Of Christmas - Single Version|The Staple Singers|149880
Favorite Time Of Year|India.Arie|185747
O Come All Ye Faithful|Kirk Franklin|318400
Man With The Bag|Jessie J|161973
Hey Santa Claus|The Moonglows|145493
Silent Night, Holy Night|Bebe & Cece Winans|324160
Have Yourself A Merry Little Christmas - Remastered|Lou Rawls|221267
Rudolph The Red-Nosed Reindeer - Stereo|The Supremes|163533
Please Come Home For Christmas|Charles Brown|166573
Happy Holidays, Parts 1 & 2|Ohio Players|503093
Jingle Baby|Stephanie Mills|248067
Rudolph, The Red-Nosed Reindeer|Mary J. Blige|147413
That's What I Want For Christmas - Remastered 1992|Nancy Wilson|137547
What Are You Doing New Year's Eve? - Remastered|Nancy Wilson|144933
My Favorite Things (feat. Anita Baker)|Cyrus Chestnut|223840
Christmas Time Is Here|Six Minutes 'Til Sunrise|225861
Merry Christmas Darlin'|Six Minutes 'Til Sunrise|244131
Soul Holidays|Sounds Of Blackness|360133
Video|India.Arie|249960
Future Love|Frank Mccomb|307733
No More Rain (In This Cloud)|Angie Stone|283701
Afro Blue|Robert Glasper Experiment|307627
Just Friends (Sunny)|Musiq Soulchild|251427
Next Lifetime|Erykah Badu|386612
Spring Summer Feeling|Jill Scott|289027
Fallin' in Love|Faith Evans|273720
I'll Wait (To Fall In Love)|Anthony Hamilton|255253
Honey|Erykah Badu|270053
Simple|India.Arie|206467
I'm Cool - No Rap Version|Anthony Hamilton|217080
It Never Rains (In Southern California)|Tony! Toni! Toné!|302160
Move Love|Robert Glasper Experiment|198133
Brown Skin|India.Arie|296107
Whatever|Jill Scott|266693
Soul Sista|Bilal|318667
Mary Go Round|Musiq Soulchild|221240
Fool of Me|Meshell Ndegeocello|212640
So Gone|Monica|242773
Anytime|Brian McKnight|248240
Cross My Mind|Jill Scott|284800
Can't Explain (42nd Street Happenstance)|Jill Scott|279600
Gonna Be Alright (F.T.B.)|Robert Glasper Experiment|370027
Beyond the Stars|Jeff Bradshaw|324293
Best Friend|Brandy|288840
Cruisin' - Carl Mackintosh Mix|D'Angelo|384667
For Real|Amel Larrieux|226333
Lady|D'Angelo|346267
Molasses|Hiatus Kaiyote|289480
Anything (feat. Next)|Jaheim|287427
Midnight Mischief|Jordan Rakei|322347
Don't Let Me Be Lonely Tonight|David Sanborn|366413
Charlene|Anthony Hamilton|246773
Visions|Musiq Soulchild|334693
Conflict Of A Man|ERIMAJ|253787
They Don't Know|Jon B.|274667
Like A Star|Corinne Bailey Rae|243213
Put Your Records On|Corinne Bailey Rae|215360
Till It Happens To You|Corinne Bailey Rae|278640
Send Me Out (Prod. Kingdom)|Kelela|252364
What Kind Of Man Would I Be|Mint Condition|264600
Come Close|Common|275067
Nothing Left to Say|Mint Condition|284760
Matrimony: Maybe You - Remastered 2018|Maxwell|278067
Emotional|Carl Thomas|271868
I Wish|Carl Thomas|226760
Summer Rain|Carl Thomas|232560
Ponta De Areia|Esperanza Spalding|336707
I Know You Know|Esperanza Spalding|225200
Cuerpo Y Alma|Esperanza Spalding|481080
Precious|Esperanza Spalding|263507
Closer|Goapele|229693
Soon as I Get Home|Faith Evans|324280
You Used to Love Me|Faith Evans|269173
Butterflies - Demo/Album Version|Floetry|243440
Free Yourself|Fantasia|257427
Ordinary People|John Legend|281467
Just in Case|Jaheim|263866
Sweet, Sweet Spirit|Gods Property|294227
Tell Me|Groove Theory|236067
Keep Tryin'|Groove Theory|260440
Poetry|The RH Factor|348547
How I Know|The RH Factor|296040
Juicy|The RH Factor|394947
Tell Me|Dru Hill|253067
I'll Go|Donell Jones|241345
I Need You Now|Smokie Norful|251467
Sweet Misery|Amel Larrieux|267973
Infinite Possibilities|Amel Larrieux|258067
Where Would I Be (The Question)|Kindred The Family Soul|286547
I'm So Into You|SWV|278333
Halfcrazy - Album Version (Edited)|Musiq Soulchild|254493
I Can't Stop Loving You|Kem|323920
Love Calls - Main|Kem|313373
Angel (Live)|Lalah Hathaway|342067
Fortunate|Maxwell|299200
You Know That I Love You|Donell Jones|260067
If You Love Me|Mint Condition|385720
"Hopeless (From the New Line Cinema Film, ""Love Jones"")"|Dionne Farris|234640
"The Sweetest Thing (feat. Lauryn Hill) - From the New Line Cinema film ""Love Jones"""|Refugee Camp All-Stars|292000
Sumthin' Sumthin' - (Mellosmoothe) [cut]|Maxwell|253467
Never Enough|Groove Theory|266573
Gotta Find A Way|Frank Mccomb|308733
If This Is Love|Frank Mccomb|391373
The Wedding Song|Frank Mccomb|398733
All You Need Is Love|Frank Mccomb|190600
Dance Tonight|Lucy Pearl|221280
Where Would You Be|Yaw|254640
Didn't Cha Know|Erykah Badu|238733
Orange Moon|Erykah Badu|430000
Time|Sebastian Mikael|210909
Whipped Cream|Ari Lennox|288532
Roll Some Mo|Lucky Daye|292885
Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra)|Free Nationals|277046
Lady Lady|Masego|154667
Broken Clocks|SZA|231253
Ooh Nah Nah (feat. Masego)|SiR|240000
Blind Man|Xavier Omär|242196
Too Deep|dvsn|200223
Think About Me|dvsn|246240
Backseat|Ari Lennox|219133
Sativa|Jhené Aiko|276960
Mood|dvsn|215045
With Me|dvsn|419500
Love Galore (feat. Travis Scott)|SZA|275080
Wanna Be|The Internet|267400
Garden (Say It Like Dat)|SZA|208400
Roses|BJ The Chicago Kid|181144
Location|Khalid|219080
Gonna Love Me|Teyana Taylor|166998
Who Hurt You?|Daniel Caesar|231964
Come Through and Chill (feat. J. Cole & Salaam Remi)|Miguel|322000
Night Drive|Ari Lennox|150133
Thursday|Leven Kali|252867
After The Storm (feat. Tyler, The Creator & Bootsy Collins)|Kali Uchis|207455
Backwood|Ari Lennox|168213
Closer (Ode 2 U)|Ravyn Lenae|196037
Hold On|The Internet|406467
Stay Flo|Solange|175707
Herside Story|GoldLink|183760
Almeda|Solange|236120
Close|Ella Mai|251990
Around Me|Brent Faiyaz|183022
GOAT|Ari Lennox|147107
The One - Radio Edit|Jorja Smith|165040
LOVE AGAIN|Daniel Caesar|214278
Hold Me Down|Daniel Caesar|231268
Take Me Away (feat. Syd)|Daniel Caesar|226116
BMO|Ari Lennox|146914
Shea Butter Baby (with J. Cole)|Ari Lennox|211610
SOS|McClenney|187242
Love in the Sky|McClenney|257693
CPR|Summer Walker|203240
Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) - Remix|Teyana Taylor|289147
Speak To Me|Ari Lennox|224636
I Will Go Down|Y'Akoto|195987
The Addict|Bo Saris|224973
Next Time|Curtis Harding|270307
Woman of the Ghetto - Akshin Alizadeh Remix|Marlena Shaw|301952
Keep On Looking (Kenny Dope Remix)|Sharon Jones|331507
Karma|Lady|240998
Today|Kendra Morris|265360
Blame Me|Hannah Williams|247053
Longview|Ruby Velle & The Soulphonics|233453
If You Didn't Go|Kendra Morris|286187
As Long as Ive Got You|Kendra Morris|178086
Concrete Waves|Kendra Morris|270133
Banshee|Kendra Morris|226973
Im Gonna Be (500 Miles)|Kendra Morris|292786
Shine on You Crazy Diamond|Kendra Morris|281315
It's Too Late|The Excelsiors|239453
It's All Over (But the Crying)|Lee Fields & The Expressions|250173
All I Need|Lee Fields & The Expressions|214063
Star|Gary Clark Jr.|284080
Finally Yours|Giovanca|252680
Eye to Eye|Lee Fields & The Expressions|254605
Missing Me (feat. Jack Tyson-Charles)|Lack Of Afro|222507
Im Ok|Lisa Shaw|298160
The Rain|K-OS|231760
Forget What I Said|Noora Noor|199307
Sometimes|Erykah Badu|250125
Know Til Now - Pixelated Remix|Jim James|384987
Honey Dove|Lee Fields & The Expressions|246573
How You Like Me Now|The Heavy|217493
Feel Right|Mark Ronson|222560
Watching The World|Surahn|388440
Wish I Didn't Miss You|Angie Stone|270893
You Give Me Something|Jamiroquai|199600
Miss You|Leela James|324453
Everyday - Remastered|Jamiroquai|268467
Falling|Jamiroquai|225173
Without Love|Nikka Costa|264227
Deeper Still|Incognito|217773
Bruised But Not Broken|Joss Stone|256973
Like A Fool|Crazy P|305649
This Corrosion|Diane Birch|219027
Stay the Same|Huon Kind|194980
Power|Pompeya|291657
Heaven's On The Other Side|Curtis Harding|239453
Only This Moment - KLar & PF Mix|Socialites|464571
Here|Alessia Cara|200226
Feelin' Lovely|Devonté Hynes|231468
Feeling Good|Ms. Lauryn Hill|243080
Can't Wait|Jill Scott|271667
Half Time|Amy Winehouse|230853
Still A Friend Of Mine|Incognito|336893
Love Me Or Leave Me|SAYGRACE|270787
Wicked Game|Kendra Morris|251326
Walk on By|Kendra Morris|223562
Back N Forth|Myron & E|269133
Famous|Selah Sue|222538
Fool For You|Alice Smith|224453
Sadness|Selah Sue|240187
Fallin'|Alicia Keys|210200
Do I|Alice Smith|245813
Loves Comes and Goes|Lee Fields & The Expressions|195373
Deliciously Down|Cree Summer|290533
Stone Rollin'|Raphael Saadiq|216307
I Swear|Ledisi|207453
Never Give You Up|Raphael Saadiq|252947
Going In Circles|Myron & E|409413
Move On Up|The Dynamics|359213
This Thing|D'Nell|355880
Woman|Neneh Cherry|270400
Clean the House|Fat Freddy's Drop|254112
Sometimes It Hurts|Dojo Cuts|307333
Afro Blue|Robert Glasper|307440
Carry This|Y'Akoto|215053
Tamba - Radio Version|Y'Akoto|190533
Lost|Kellylee Evans|206640
I Don't Think I Want to Know|Kellylee Evans|345440
A Change Is Gonna Come|Leela James|215040
I've Been Thinking - feat. Cat Power|Handsome Boy Modeling School|324067
Cold Tears|AM & Shawn Lee|186620
Wild Side|Cross My Heart Hope To Die|234644
Wilhelm Scream|The Bamboos|268040
Nothing Matters|Christian Gregory|258603
How Do I Let a Good Man Down?|Sharon Jones & The Dap-Kings|182827
This Girl (feat. Kylie Auldist)|Cookin' On 3 Burners|224000
Baltimore|Jazmine Sullivan|303227
Stepping Stone|Duffy|209453
Disciples|Stee Downes|250480
Two Steps|Alice Russell|226853
Howlin' for You|Kylie Auldist|215907
Soul Revelation|Nicola Conte|262510
Free Souls|Nicola Conte|219144
I'm Not The One|The Black Keys|229187
Got It Bad|LEISURE|205720
Season's Trees (feat. Norah Jones)|Danger Mouse|191787
Ann Wants to Dance|Papooz|215632
This Ain't Love|Joss Stone|268053
Cut the Line|Joss Stone|246880
Stand In The Way (Of Love)|Timothy Bloom|225416
Fool's Gold|Jill Scott|202307
yes|Musiq Soulchild|221800
single|Musiq Soulchild|245000
until|Musiq Soulchild|210760
Girl Next Door|Musiq Soulchild|286440
Just Friends (Sunny)|Musiq Soulchild|251427
143|Musiq Soulchild|297800
Silky Soul|Maze|320418
Little Things - Main|India.Arie|209387
Talk To Her|India.Arie|310787
Slow Down|India.Arie|232160
The Truth|India.Arie|209853
Get It Together|India.Arie|294400
Headed In The Right Direction|India.Arie|209293
Window Seat|Erykah Badu|289720
Gone Baby, Don't Be Long|Erykah Badu|279720
On & On|Erykah Badu|225973
Other Side Of The Game|Erykah Badu|393693
Certainly|Erykah Badu|283200
Honey|Erykah Badu|320973
Bag Lady|Erykah Badu|348893
Can't Take My Eyes Off Of You|Ms. Lauryn Hill|221467
Ex-Factor|Ms. Lauryn Hill|326533
Everything Is Everything|Ms. Lauryn Hill|293267
Mr. Intentional - Live|Ms. Lauryn Hill|418893
Another Love|Alice Smith|203987
Doo Wop (That Thing)|Ms. Lauryn Hill|320267
When It Hurts so Bad|Ms. Lauryn Hill|342200
Nothing Even Matters|Ms. Lauryn Hill|350533
Arroz Con Pollo|Maxwell|175933
The Urban Theme|Maxwell|161800
Sumthin' Sumthin'|Maxwell|257680
Ascension (Don't Ever Wonder)|Maxwell|346133
Dancewitme|Maxwell|375000
Green Light (feat. André 3000)|John Legend|284187
No Other Love (feat. Estelle)|John Legend|239067
Good Morning|John Legend|241453
Let's Get Lifted|John Legend|217385
Used To Love U|John Legend|210559
Save Room|John Legend|235667
Heaven|John Legend|214627
So High|John Legend|307400
Each Day Gets Better|John Legend|227893
P.D.A. (We Just Don't Care)|John Legend|278773
Another Again|John Legend|241733
Shine|John Legend|283827
U Do It For Me|Algebra Blessett|240733
Run and Hide|Algebra Blessett|242107
My Pride|Algebra Blessett|212627
Tug of War|Algebra Blessett|253667
Bulletproof|Raheem DeVaughn|283516
Guess Who Loves You More|Raheem DeVaughn|320027
Until|Raheem DeVaughn|309200
I Don't Care|Raheem DeVaughn|254800
Mo Better|Raheem DeVaughn|459240
Prototype|OutKast|326240
Lady - Radio Edit|D'Angelo|246760
Cruisin' - Radio Edit|D'Angelo|238827
Me And Those Dreamin' Eyes Of Mine - Radio Edit|D'Angelo|255533
Smooth|D'Angelo|259867
I Found My Smile Again|D'Angelo|373533
Girl You Need A Change Of Mind|D'Angelo|248400
Can't Hide Love - Live|D'Angelo|236667
Send It On|D'Angelo|355560
Feel Like Makin' Love|D'Angelo|362307
Jonz In My Bonz|D'Angelo|356000
When We Get By|D'Angelo|344893
Be Here|Raphael Saadiq|228973
Still Ray|Raphael Saadiq|183293
Excuse Me|Raphael Saadiq|204107
So In Love - feat. Anthony Hamilton|Jill Scott|275400
Daydreamin'|Lupe Fiasco|227640
Good Morning Heartache|Chris Botti|370333
8 Minutes to Sunrise|Common|265920
Sometimes I Wonder|Darius Rucker|251733
Love Rain - (Coffee Shop Mix)|Mos Def|256667
